Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
163,Exit short,2026-01-16 08:00,RUN EXIT | IN:MR | OUT:MR,158.598,0.8,127.0088,0.13,0.10,0,0.53,0.42,-0.1,-0.07,10.51,0.01,40
163,Entry short,2026-01-14 16:00,MR-S | IN:MR,158.761,0.8,127.0088,0.13,0.10,0,0.53,0.42,-0.1,-0.07,10.51,0.01,40
164,Exit long,2026-01-21 12:00,MR TP1 | IN:MR | OUT:MR,158.208,0.2,31.607,0.03,0.11,0,0.11,0.36,-0.11,-0.36,10.54,0.01,36
164,Entry long,2026-01-20 00:00,MR-L | IN:MR,158.035,0.2,31.607,0.03,0.11,0,0.11,0.36,-0.11,-0.36,10.54,0.01,36
165,Exit long,2026-01-21 20:00,RUN EXIT | IN:MR | OUT:MR,157.886,0.8,126.428,-0.12,-0.09,0,0.45,0.36,-0.45,-0.36,10.42,0.01,44
165,Entry long,2026-01-20 00:00,MR-L | IN:MR,158.035,0.8,126.428,-0.12,-0.09,0,0.45,0.36,-0.45,-0.36,10.42,0.01,44
166,Exit long,2026-01-21 23:00,MR TP1 | IN:MR | OUT:MR,158.171,0.2,31.6432,-0.01,-0.03,0,0.01,0.03,-0.03,-0.09,10.41,0.01,1
166,Entry long,2026-01-21 22:00,MR-L | IN:MR,158.216,0.2,31.6432,-0.01,-0.03,0,0.01,0.03,-0.03,-0.09,10.41,0.01,1
167,Exit long,2026-01-23 01:00,RUN EXIT | IN:MR | OUT:MR,158.312,0.8,126.5728,0.08,0.06,0,0.54,0.43,-0.14,-0.11,10.49,0.01,27
167,Entry long,2026-01-21 22:00,MR-L | IN:MR,158.216,0.8,126.5728,0.08,0.06,0,0.54,0.43,-0.14,-0.11,10.49,0.01,27
168,Exit long,2026-01-28 02:00,MR FAIL | IN:TREND | OUT:TREND,152.714,1,153.741,-1.03,-0.67,0,1.14,0.74,-1.17,-0.76,9.46,0.01,29
168,Entry long,2026-01-26 21:00,MR-L | IN:TREND,153.741,1,153.741,-1.03,-0.67,0,1.14,0.74,-1.17,-0.76,9.46,0.01,29
169,Exit long,2026-01-30 09:00,MR TP1 | IN:MR | OUT:MR,153.806,0.2,30.6926,0.07,0.22,0,0.12,0.38,-0.16,-0.51,9.53,0.01,35
169,Entry long,2026-01-28 22:00,MR-L | IN:MR,153.463,0.2,30.6926,0.07,0.22,0,0.12,0.38,-0.16,-0.51,9.53,0.01,35
170,Exit long,2026-02-03 14:00,RUN EXIT | IN:MR | OUT:HYBRID,155.405,0.8,122.7704,1.55,1.27,0,1.86,1.52,-0.63,-0.51,11.09,0.01,88
170,Entry long,2026-01-28 22:00,MR-L | IN:MR,153.463,0.8,122.7704,1.55,1.27,0,1.86,1.52,-0.63,-0.51,11.09,0.01,88
171,Exit short,2026-02-09 18:00,MR TP1 | IN:MR | OUT:MR,156.467,0.2,31.3188,0.03,0.08,0,0.08,0.24,-0.21,-0.68,11.11,0.01,46
171,Entry short,2026-02-05 20:00,MR-S | IN:MR,156.594,0.2,31.3188,0.03,0.08,0,0.08,0.24,-0.21,-0.68,11.11,0.01,46
172,Exit short,2026-02-11 20:00,RUN EXIT | IN:MR | OUT:TREND,153.833,0.8,125.2752,2.21,1.76,0,3.04,2.42,-0.85,-0.68,13.32,0.01,96
172,Entry short,2026-02-05 20:00,MR-S | IN:MR,156.594,0.8,125.2752,2.21,1.76,0,3.04,2.42,-0.85,-0.68,13.32,0.01,96
173,Exit long,2026-02-12 09:00,MR FAIL | IN:HYBRID | OUT:MR,152.541,1,153.216,-0.67,-0.44,0,0.23,0.15,-0.7,-0.46,12.64,0.01,6
173,Entry long,2026-02-12 03:00,MR-L | IN:HYBRID,153.216,1,153.216,-0.67,-0.44,0,0.23,0.15,-0.7,-0.46,12.64,0.01,6
174,Exit long,2026-02-16 18:00,MR TP1 | IN:MR | OUT:MR,153.372,0.2,30.6624,0.01,0.04,0,0.09,0.29,-0.19,-0.62,12.66,0.01,48
174,Entry long,2026-02-12 18:00,MR-L | IN:MR,153.312,0.2,30.6624,0.01,0.04,0,0.09,0.29,-0.19,-0.62,12.66,0.01,48
175,Exit long,2026-02-17 12:00,RUN EXIT | IN:MR | OUT:MR,152.955,0.8,122.6496,-0.29,-0.23,0,0.36,0.29,-0.76,-0.62,12.37,0.01,66
175,Entry long,2026-02-12 18:00,MR-L | IN:MR,153.312,0.8,122.6496,-0.29,-0.23,0,0.36,0.29,-0.76,-0.62,12.37,0.01,66
176,Exit short,2026-02-23 12:00,MR TP1 | IN:TREND | OUT:HYBRID,154.437,0.2,30.9416,0.05,0.18,0,0.14,0.46,-0.19,-0.60,12.42,0.01,43
176,Entry short,2026-02-19 17:00,MR-S | IN:TREND,154.708,0.2,30.9416,0.05,0.18,0,0.14,0.46,-0.19,-0.60,12.42,0.01,43
177,Exit short,2026-02-24 08:00,RUN EXIT | IN:TREND | OUT:MR,154.968,0.8,123.7664,-0.21,-0.17,0,0.57,0.46,-0.75,-0.60,12.22,0.01,63
177,Entry short,2026-02-19 17:00,MR-S | IN:TREND,154.708,0.8,123.7664,-0.21,-0.17,0,0.57,0.46,-0.75,-0.60,12.22,0.01,63
178,Exit short,2026-02-27 13:00,MR TP1 | IN:MR | OUT:MR,155.882,0.2,31.2342,0.06,0.19,0,0.13,0.41,-0.05,-0.17,12.27,0.01,31
178,Entry short,2026-02-26 06:00,MR-S | IN:MR,156.171,0.2,31.2342,0.06,0.19,0,0.13,0.41,-0.05,-0.17,12.27,0.01,31
