Trade number,Type,Date and time,Signal,Price CAD,Size (qty),Size (value),Net PnL CAD,Return %,Commission CAD,Favorable excursion CAD,Favorable excursion %,Adverse excursion CAD,Adverse excursion %,Cumulative PnL CAD,Cumulative PnL %,Duration (bars)
1,Exit short,2025-01-16 18:00,MR FAIL | IN:MR | OUT:MR,1.47882,1,1.47442,-0.004,-0.30,0,0.0004,0.02,-0.01,-0.40,-0.004,0.00,19
1,Entry short,2025-01-15 23:00,MR-S | IN:MR,1.47442,1,1.47442,-0.004,-0.30,0,0.0004,0.02,-0.01,-0.40,-0.004,0.00,19
2,Exit short,2025-01-21 07:00,MR FAIL | IN:TREND | OUT:MR,1.49807,1,1.49136,-0.01,-0.45,0,0.004,0.28,-0.01,-0.92,-0.01,0.00,9
2,Entry short,2025-01-20 22:00,MR-S | IN:TREND,1.49136,1,1.49136,-0.01,-0.45,0,0.004,0.28,-0.01,-0.92,-0.01,0.00,9
3,Exit short,2025-01-24 14:00,MR FAIL | IN:MR | OUT:MR,1.5005,1,1.49463,-0.01,-0.39,0,0.004,0.23,-0.01,-0.42,-0.02,0.00,61
3,Entry short,2025-01-22 01:00,MR-S | IN:MR,1.49463,1,1.49463,-0.01,-0.39,0,0.004,0.23,-0.01,-0.42,-0.02,0.00,61
4,Exit short,2025-01-27 21:00,MR FAIL | IN:MR | OUT:MR,1.51112,1,1.50404,-0.01,-0.47,0,0.0001,0.01,-0.01,-0.60,-0.02,0.00,8
4,Entry short,2025-01-27 13:00,MR-S | IN:MR,1.50404,1,1.50404,-0.01,-0.47,0,0.0001,0.01,-0.01,-0.60,-0.02,0.00,8
5,Exit short,2025-01-28 20:00,MR TP1 | IN:MR | OUT:TREND,1.50136,0.2,0.301652,0.001,0.46,0,0.002,0.50,-0.0001,-0.04,-0.02,0.00,19
5,Entry short,2025-01-28 01:00,MR-S | IN:MR,1.50826,0.2,0.301652,0.001,0.46,0,0.002,0.50,-0.0001,-0.04,-0.02,0.00,19
6,Exit short,2025-01-29 21:00,RUN EXIT | IN:MR | OUT:MR,1.50195,0.8,1.206608,0.01,0.42,0,0.01,0.61,-0.0005,-0.04,-0.02,0.00,44
6,Entry short,2025-01-28 01:00,MR-S | IN:MR,1.50826,0.8,1.206608,0.01,0.42,0,0.01,0.61,-0.0005,-0.04,-0.02,0.00,44
7,Exit long,2025-01-31 01:00,MR FAIL | IN:MR | OUT:MR,1.50116,1,1.50315,-0.002,-0.13,0,0.001,0.08,-0.002,-0.16,-0.02,0.00,4
7,Entry long,2025-01-30 21:00,MR-L | IN:MR,1.50315,1,1.50315,-0.002,-0.13,0,0.001,0.08,-0.002,-0.16,-0.02,0.00,4
8,Exit long,2025-01-31 04:00,MR TP1 | IN:MR | OUT:MR,1.50626,0.2,0.300578,0.001,0.22,0,0.003,0.96,-0.0001,-0.02,-0.02,0.00,2
8,Entry long,2025-01-31 02:00,MR-L | IN:MR,1.50289,0.2,0.300578,0.001,0.22,0,0.003,0.96,-0.0001,-0.02,-0.02,0.00,2
9,Exit long,2025-02-01 00:00,RUN EXIT | IN:MR | OUT:MR,1.50054,0.8,1.202312,-0.002,-0.16,0,0.01,0.96,-0.004,-0.31,-0.02,0.00,22
9,Entry long,2025-01-31 02:00,MR-L | IN:MR,1.50289,0.8,1.202312,-0.002,-0.16,0,0.01,0.96,-0.004,-0.31,-0.02,0.00,22
10,Exit short,2025-02-04 02:00,MR TP1 | IN:MR | OUT:MR,1.49888,0.2,0.3006,0.001,0.27,0,0.001,0.48,-0.001,-0.35,-0.02,0.00,9
10,Entry short,2025-02-03 17:00,MR-S | IN:MR,1.503,0.2,0.3006,0.001,0.27,0,0.001,0.48,-0.001,-0.35,-0.02,0.00,9
11,Exit short,2025-02-05 03:00,RUN EXIT | IN:MR | OUT:MR,1.48686,0.8,1.2024,0.01,1.07,0,0.01,1.21,-0.004,-0.35,-0.01,0.00,34
11,Entry short,2025-02-03 17:00,MR-S | IN:MR,1.503,0.8,1.2024,0.01,1.07,0,0.01,1.21,-0.004,-0.35,-0.01,0.00,34
12,Exit long,2025-02-07 22:00,MR FAIL | IN:HYBRID | OUT:HYBRID,1.48088,1,1.48622,-0.01,-0.36,0,0.002,0.15,-0.01,-0.43,-0.01,0.00,10
12,Entry long,2025-02-07 12:00,MR-L | IN:HYBRID,1.48622,1,1.48622,-0.01,-0.36,0,0.002,0.15,-0.01,-0.43,-0.01,0.00,10
13,Exit short,2025-02-10 20:00,TF EXIT | IN:HYBRID | OUT:MR,1.47976,1,1.48088,0.001,0.08,0,0.01,0.44,-0.001,-0.05,-0.01,0.00,22
13,Entry short,2025-02-07 22:00,TF-S | IN:HYBRID,1.48088,1,1.48088,0.001,0.08,0,0.01,0.44,-0.001,-0.05,-0.01,0.00,22
14,Exit long,2025-02-11 01:00,MR FAIL | IN:MR | OUT:MR,1.47532,1,1.47976,-0.004,-0.30,0,0.0003,0.02,-0.005,-0.32,-0.02,0.00,5
14,Entry long,2025-02-10 20:00,MR-L | IN:MR,1.47976,1,1.47976,-0.004,-0.30,0,0.0003,0.02,-0.005,-0.32,-0.02,0.00,5
15,Exit long,2025-02-12 09:00,MR TP1 | IN:MR | OUT:HYBRID,1.48016,0.2,0.295346,0.001,0.23,0,0.001,0.39,-0.0002,-0.06,-0.02,0.00,25
15,Entry long,2025-02-11 08:00,MR-L | IN:MR,1.47673,0.2,0.295346,0.001,0.23,0,0.001,0.39,-0.0002,-0.06,-0.02,0.00,25
16,Exit long,2025-02-13 21:00,RUN EXIT | IN:MR | OUT:MR,1.4837,0.8,1.181384,0.01,0.47,0,0.01,0.89,-0.001,-0.06,-0.01,0.00,61
16,Entry long,2025-02-11 08:00,MR-L | IN:MR,1.47673,0.8,1.181384,0.01,0.47,0,0.01,0.89,-0.001,-0.06,-0.01,0.00,61
17,Exit short,2025-02-18 15:00,MR TP1 | IN:MR | OUT:MR,1.48413,0.2,0.297376,0.001,0.18,0,0.001,0.20,-0.0002,-0.07,-0.01,0.00,21
17,Entry short,2025-02-17 18:00,MR-S | IN:MR,1.48688,0.2,0.297376,0.001,0.18,0,0.001,0.20,-0.0002,-0.07,-0.01,0.00,21
18,Exit short,2025-02-19 22:00,RUN EXIT | IN:MR | OUT:MR,1.48234,0.8,1.189504,0.004,0.31,0,0.01,0.45,-0.001,-0.07,-0.01,0.00,52
18,Entry short,2025-02-17 18:00,MR-S | IN:MR,1.48688,0.8,1.189504,0.004,0.31,0,0.01,0.45,-0.001,-0.07,-0.01,0.00,52
19,Exit short,2025-02-24 07:00,MR FAIL | IN:MR | OUT:MR,1.49166,1,1.48528,-0.01,-0.43,0,0.001,0.10,-0.01,-0.45,-0.01,0.00,12
19,Entry short,2025-02-21 19:00,MR-S | IN:MR,1.48528,1,1.48528,-0.01,-0.43,0,0.001,0.10,-0.01,-0.45,-0.01,0.00,12
20,Exit short,2025-02-25 03:00,MR FAIL | IN:MR | OUT:MR,1.49262,1,1.48782,-0.005,-0.32,0,0.001,0.05,-0.01,-0.37,-0.02,0.00,8
20,Entry short,2025-02-24 19:00,MR-S | IN:MR,1.48782,1,1.48782,-0.005,-0.32,0,0.001,0.05,-0.01,-0.37,-0.02,0.00,8
21,Exit short,2025-02-28 12:00,MR TP1 | IN:TREND | OUT:MR,1.50016,0.2,0.300744,0.001,0.24,0,0.001,0.27,-0.001,-0.39,-0.02,0.00,47
21,Entry short,2025-02-26 13:00,MR-S | IN:TREND,1.50372,0.2,0.300744,0.001,0.24,0,0.001,0.27,-0.001,-0.39,-0.02,0.00,47
22,Exit short,2025-03-03 07:00,RUN EXIT | IN:TREND | OUT:MR,1.50315,0.8,1.202976,0.0005,0.04,0,0.01,0.42,-0.005,-0.39,-0.02,0.00,66
22,Entry short,2025-02-26 13:00,MR-S | IN:TREND,1.50372,0.8,1.202976,0.0005,0.04,0,0.01,0.42,-0.005,-0.39,-0.02,0.00,66
23,Exit short,2025-03-05 01:00,MR FAIL | IN:TREND | OUT:HYBRID,1.5372,1,1.51664,-0.02,-1.36,0,0.001,0.03,-0.02,-1.38,-0.04,0.00,8
23,Entry short,2025-03-04 17:00,MR-S | IN:TREND,1.51664,1,1.51664,-0.02,-1.36,0,0.001,0.03,-0.02,-1.38,-0.04,0.00,8
24,Exit long,2025-03-05 06:00,TF EXIT | IN:HYBRID | OUT:TREND,1.52959,1,1.5372,-0.01,-0.50,0,0.0003,0.02,-0.01,-0.69,-0.04,0.00,5
24,Entry long,2025-03-05 01:00,TF-L | IN:HYBRID,1.5372,1,1.5372,-0.01,-0.50,0,0.0003,0.02,-0.01,-0.69,-0.04,0.00,5
25,Exit short,2025-03-05 17:00,MR FAIL | IN:TREND | OUT:TREND,1.53902,1,1.52959,-0.01,-0.62,0,0.001,0.06,-0.01,-0.85,-0.05,0.00,11
25,Entry short,2025-03-05 06:00,MR-S | IN:TREND,1.52959,1,1.52959,-0.01,-0.62,0,0.001,0.06,-0.01,-0.85,-0.05,0.00,11
26,Exit short,2025-03-05 19:00,MR FAIL | IN:TREND | OUT:TREND,1.54222,1,1.53706,-0.01,-0.34,0,0.00004,0.00,-0.01,-0.38,-0.06,0.00,1
26,Entry short,2025-03-05 18:00,MR-S | IN:TREND,1.53706,1,1.53706,-0.01,-0.34,0,0.00004,0.00,-0.01,-0.38,-0.06,0.00,1
27,Exit short,2025-03-07 23:00,MR FAIL | IN:MR | OUT:TREND,1.56227,1,1.5422,-0.02,-1.30,0,0.001,0.08,-0.02,-1.34,-0.08,0.00,22
27,Entry short,2025-03-07 01:00,MR-S | IN:MR,1.5422,1,1.5422,-0.02,-1.30,0,0.001,0.08,-0.02,-1.34,-0.08,0.00,22
28,Exit short,2025-03-10 22:00,MR FAIL | IN:MR | OUT:MR,1.56384,1,1.55594,-0.01,-0.51,0,0.003,0.22,-0.01,-0.59,-0.09,0.00,11
28,Entry short,2025-03-10 11:00,MR-S | IN:MR,1.55594,1,1.55594,-0.01,-0.51,0,0.003,0.22,-0.01,-0.59,-0.09,0.00,11
29,Exit short,2025-03-13 08:00,MR TP1 | IN:MR | OUT:HYBRID,1.56455,0.2,0.3149,0.002,0.63,0,0.002,0.79,-0.001,-0.23,-0.08,0.00,22
29,Entry short,2025-03-12 10:00,MR-S | IN:MR,1.5745,0.2,0.3149,0.002,0.63,0,0.002,0.79,-0.001,-0.23,-0.08,0.00,22
30,Exit short,2025-03-14 06:00,RUN EXIT | IN:MR | OUT:MR,1.56599,0.8,1.2596,0.01,0.54,0,0.01,1.08,-0.003,-0.23,-0.08,0.00,44
30,Entry short,2025-03-12 10:00,MR-S | IN:MR,1.5745,0.8,1.2596,0.01,0.54,0,0.01,1.08,-0.003,-0.23,-0.08,0.00,44
31,Exit long,2025-03-18 20:00,MR FAIL | IN:MR | OUT:MR,1.55922,1,1.56356,-0.004,-0.28,0,0.001,0.04,-0.01,-0.45,-0.08,0.00,5
31,Entry long,2025-03-18 15:00,MR-L | IN:MR,1.56356,1,1.56356,-0.004,-0.28,0,0.001,0.04,-0.01,-0.45,-0.08,0.00,5
32,Exit long,2025-03-19 06:00,MR TP1 | IN:MR | OUT:MR,1.56416,0.2,0.312382,0.0005,0.14,0,0.001,0.34,-0.0004,-0.13,-0.08,0.00,9
32,Entry long,2025-03-18 21:00,MR-L | IN:MR,1.56191,0.2,0.312382,0.0005,0.14,0,0.001,0.34,-0.0004,-0.13,-0.08,0.00,9
33,Exit long,2025-03-19 19:00,RUN EXIT | IN:MR | OUT:MR,1.56135,0.8,1.249528,-0.0004,-0.04,0,0.004,0.34,-0.003,-0.25,-0.08,0.00,22
33,Entry long,2025-03-18 21:00,MR-L | IN:MR,1.56191,0.8,1.249528,-0.0004,-0.04,0,0.004,0.34,-0.003,-0.25,-0.08,0.00,22
34,Exit long,2025-03-20 15:00,MR FAIL | IN:MR | OUT:MR,1.55941,1,1.56294,-0.004,-0.23,0,0.0001,0.00,-0.005,-0.30,-0.09,0.00,6
34,Entry long,2025-03-20 09:00,MR-L | IN:MR,1.56294,1,1.56294,-0.004,-0.23,0,0.0001,0.00,-0.005,-0.30,-0.09,0.00,6
35,Exit long,2025-03-24 21:00,MR FAIL | IN:TREND | OUT:MR,1.54505,1,1.55572,-0.01,-0.69,0,0.001,0.08,-0.01,-0.73,-0.1,0.00,27
35,Entry long,2025-03-21 18:00,MR-L | IN:TREND,1.55572,1,1.55572,-0.01,-0.69,0,0.001,0.08,-0.01,-0.73,-0.1,0.00,27
36,Exit long,2025-03-27 03:00,MR FAIL | IN:MR | OUT:MR,1.53422,1,1.5367,-0.002,-0.16,0,0.0001,0.01,-0.003,-0.18,-0.1,0.00,2
36,Entry long,2025-03-27 01:00,MR-L | IN:MR,1.5367,1,1.5367,-0.002,-0.16,0,0.0001,0.01,-0.003,-0.18,-0.1,0.00,2
37,Exit long,2025-03-28 03:00,MR TP1 | IN:MR | OUT:TREND,1.54507,0.2,0.30712,0.002,0.62,0,0.002,0.77,-0.0004,-0.13,-0.1,0.00,23
37,Entry long,2025-03-27 04:00,MR-L | IN:MR,1.5356,0.2,0.30712,0.002,0.62,0,0.002,0.77,-0.0004,-0.13,-0.1,0.00,23
38,Exit long,2025-04-01 19:00,RUN EXIT | IN:MR | OUT:MR,1.55279,0.8,1.22848,0.01,1.12,0,0.02,1.50,-0.002,-0.13,-0.08,0.00,87
38,Entry long,2025-03-27 04:00,MR-L | IN:MR,1.5356,0.8,1.22848,0.01,1.12,0,0.02,1.50,-0.002,-0.13,-0.08,0.00,87
39,Exit long,2025-04-03 08:00,MR TP1 | IN:TREND | OUT:MR,1.555,0.2,0.3106,0.0004,0.13,0,0.001,0.35,-0.003,-0.91,-0.08,0.00,11
39,Entry long,2025-04-02 21:00,MR-L | IN:TREND,1.553,0.2,0.3106,0.0004,0.13,0,0.001,0.35,-0.003,-0.91,-0.08,0.00,11
40,Exit long,2025-04-04 16:00,RUN EXIT | IN:TREND | OUT:MR,1.55469,0.8,1.2424,0.001,0.11,0,0.02,1.30,-0.01,-0.91,-0.08,0.00,43
40,Entry long,2025-04-02 21:00,MR-L | IN:TREND,1.553,0.8,1.2424,0.001,0.11,0,0.02,1.30,-0.01,-0.91,-0.08,0.00,43
41,Exit short,2025-04-07 13:00,MR FAIL | IN:MR | OUT:MR,1.56818,1,1.55718,-0.01,-0.71,0,0.01,0.42,-0.01,-0.83,-0.09,0.00,11
41,Entry short,2025-04-05 02:00,MR-S | IN:MR,1.55718,1,1.55718,-0.01,-0.71,0,0.01,0.42,-0.01,-0.83,-0.09,0.00,11
42,Exit short,2025-04-08 04:00,MR TP1 | IN:MR | OUT:MR,1.55417,0.2,0.31072,-0.0001,-0.04,0,0.001,0.24,-0.001,-0.20,-0.09,0.00,7
42,Entry short,2025-04-07 21:00,MR-S | IN:MR,1.5536,0.2,0.31072,-0.0001,-0.04,0,0.001,0.24,-0.001,-0.20,-0.09,0.00,7
43,Exit short,2025-04-09 02:00,RUN EXIT | IN:MR | OUT:MR,1.5609,0.8,1.24288,-0.01,-0.47,0,0.01,0.68,-0.01,-0.63,-0.1,0.00,29
43,Entry short,2025-04-07 21:00,MR-S | IN:MR,1.5536,0.8,1.24288,-0.01,-0.47,0,0.01,0.68,-0.01,-0.63,-0.1,0.00,29
44,Exit short,2025-04-10 05:00,MR TP1 | IN:MR | OUT:HYBRID,1.5449,0.2,0.30903,0.0001,0.02,0,0.001,0.28,-0.001,-0.29,-0.1,0.00,5
44,Entry short,2025-04-10 00:00,MR-S | IN:MR,1.54515,0.2,0.30903,0.0001,0.02,0,0.001,0.28,-0.001,-0.29,-0.1,0.00,5
45,Exit short,2025-04-10 20:00,RUN EXIT | IN:MR | OUT:MR,1.56191,0.8,1.23612,-0.01,-1.08,0,0.003,0.28,-0.02,-1.29,-0.11,0.00,20
45,Entry short,2025-04-10 00:00,MR-S | IN:MR,1.54515,0.8,1.23612,-0.01,-1.08,0,0.003,0.28,-0.02,-1.29,-0.11,0.00,20
46,Exit short,2025-04-16 00:00,MR TP1 | IN:MR | OUT:MR,1.57444,0.2,0.314216,-0.001,-0.21,0,0.001,0.24,-0.002,-0.67,-0.11,0.00,47
46,Entry short,2025-04-12 01:00,MR-S | IN:MR,1.57108,0.2,0.314216,-0.001,-0.21,0,0.001,0.24,-0.002,-0.67,-0.11,0.00,47
47,Exit short,2025-04-16 07:00,RUN EXIT | IN:MR | OUT:MR,1.57846,0.8,1.256864,-0.01,-0.47,0,0.003,0.24,-0.01,-0.67,-0.12,0.00,54
47,Entry short,2025-04-12 01:00,MR-S | IN:MR,1.57108,0.8,1.256864,-0.01,-0.47,0,0.003,0.24,-0.01,-0.67,-0.12,0.00,54
48,Exit short,2025-04-17 22:00,MR TP1 | IN:MR | OUT:MR,1.57446,0.2,0.31528,0.0004,0.12,0,0.001,0.20,-0.001,-0.24,-0.12,0.00,15
48,Entry short,2025-04-17 07:00,MR-S | IN:MR,1.5764,0.2,0.31528,0.0004,0.12,0,0.001,0.20,-0.001,-0.24,-0.12,0.00,15
49,Exit short,2025-04-18 17:00,RUN EXIT | IN:MR | OUT:MR,1.57578,0.8,1.26112,0.0005,0.04,0,0.01,0.43,-0.003,-0.24,-0.12,0.00,34
49,Entry short,2025-04-17 07:00,MR-S | IN:MR,1.5764,0.8,1.26112,0.0005,0.04,0,0.01,0.43,-0.003,-0.24,-0.12,0.00,34
50,Exit short,2025-04-23 03:00,MR TP1 | IN:MR | OUT:TREND,1.57734,0.2,0.31855,0.003,0.97,0,0.003,0.99,-0.0003,-0.11,-0.11,0.00,21
50,Entry short,2025-04-22 06:00,MR-S | IN:MR,1.59275,0.2,0.31855,0.003,0.97,0,0.003,0.99,-0.0003,-0.11,-0.11,0.00,21
51,Exit short,2025-04-24 05:00,RUN EXIT | IN:MR | OUT:MR,1.57252,0.8,1.2742,0.02,1.27,0,0.02,1.63,-0.001,-0.11,-0.1,0.00,47
51,Entry short,2025-04-22 06:00,MR-S | IN:MR,1.59275,0.8,1.2742,0.02,1.27,0,0.02,1.63,-0.001,-0.11,-0.1,0.00,47
52,Exit long,2025-04-28 12:00,MR TP1 | IN:MR | OUT:MR,1.5769,0.2,0.315248,0.0001,0.04,0,0.001,0.16,-0.001,-0.33,-0.1,0.00,21
52,Entry long,2025-04-25 15:00,MR-L | IN:MR,1.57624,0.2,0.315248,0.0001,0.04,0,0.001,0.16,-0.001,-0.33,-0.1,0.00,21
53,Exit long,2025-04-28 18:00,RUN EXIT | IN:MR | OUT:MR,1.57402,0.8,1.260992,-0.002,-0.14,0,0.002,0.16,-0.004,-0.33,-0.1,0.00,27
53,Entry long,2025-04-25 15:00,MR-L | IN:MR,1.57624,0.8,1.260992,-0.002,-0.14,0,0.002,0.16,-0.004,-0.33,-0.1,0.00,27
54,Exit long,2025-04-28 23:00,MR TP1 | IN:MR | OUT:MR,1.58014,0.2,0.31558,0.0004,0.14,0,0.001,0.22,-0.0001,-0.03,-0.1,0.00,1
54,Entry long,2025-04-28 22:00,MR-L | IN:MR,1.5779,0.2,0.31558,0.0004,0.14,0,0.001,0.22,-0.0001,-0.03,-0.1,0.00,1
55,Exit long,2025-04-29 16:00,RUN EXIT | IN:MR | OUT:MR,1.57564,0.8,1.26232,-0.002,-0.14,0,0.003,0.25,-0.003,-0.25,-0.1,0.00,18
55,Entry long,2025-04-28 22:00,MR-L | IN:MR,1.5779,0.8,1.26232,-0.002,-0.14,0,0.003,0.25,-0.003,-0.25,-0.1,0.00,18
56,Exit short,2025-04-30 07:00,MR TP1 | IN:MR | OUT:MR,1.57396,0.2,0.315152,0.0004,0.11,0,0.0004,0.14,-0.0001,-0.04,-0.1,0.00,6
56,Entry short,2025-04-30 01:00,MR-S | IN:MR,1.57576,0.2,0.315152,0.0004,0.11,0,0.0004,0.14,-0.0001,-0.04,-0.1,0.00,6
57,Exit short,2025-05-01 16:00,RUN EXIT | IN:MR | OUT:HYBRID,1.56381,0.8,1.260608,0.01,0.76,0,0.01,1.15,-0.0005,-0.04,-0.09,0.00,39
57,Entry short,2025-04-30 01:00,MR-S | IN:MR,1.57576,0.8,1.260608,0.01,0.76,0,0.01,1.15,-0.0005,-0.04,-0.09,0.00,39
58,Exit long,2025-05-06 14:00,MR TP1 | IN:MR | OUT:MR,1.56641,0.2,0.312928,0.0004,0.11,0,0.001,0.18,-0.0001,-0.03,-0.09,0.00,2
58,Entry long,2025-05-06 12:00,MR-L | IN:MR,1.56464,0.2,0.312928,0.0004,0.11,0,0.001,0.18,-0.0001,-0.03,-0.09,0.00,2
59,Exit long,2025-05-07 06:00,RUN EXIT | IN:MR | OUT:MR,1.56169,0.8,1.251712,-0.002,-0.19,0,0.002,0.18,-0.004,-0.30,-0.09,0.00,18
59,Entry long,2025-05-06 12:00,MR-L | IN:MR,1.56464,0.8,1.251712,-0.002,-0.19,0,0.002,0.18,-0.004,-0.30,-0.09,0.00,18
60,Exit short,2025-05-08 17:00,MR FAIL | IN:MR | OUT:MR,1.5659,1,1.56379,-0.002,-0.13,0,0.001,0.09,-0.004,-0.26,-0.09,0.00,15
60,Entry short,2025-05-08 02:00,MR-S | IN:MR,1.56379,1,1.56379,-0.002,-0.13,0,0.001,0.09,-0.004,-0.26,-0.09,0.00,15
61,Exit short,2025-05-09 04:00,MR TP1 | IN:MR | OUT:MR,1.56321,0.2,0.312652,0.00001,0.00,0,0.0004,0.12,-0.0001,-0.04,-0.09,0.00,4
61,Entry short,2025-05-09 00:00,MR-S | IN:MR,1.56326,0.2,0.312652,0.00001,0.00,0,0.0004,0.12,-0.0001,-0.04,-0.09,0.00,4
62,Exit short,2025-05-09 19:00,RUN EXIT | IN:MR | OUT:MR,1.566,0.8,1.250608,-0.002,-0.18,0,0.002,0.15,-0.003,-0.23,-0.1,0.00,19
62,Entry short,2025-05-09 00:00,MR-S | IN:MR,1.56326,0.8,1.250608,-0.002,-0.18,0,0.002,0.15,-0.003,-0.23,-0.1,0.00,19
63,Exit short,2025-05-12 13:00,MR TP1 | IN:MR | OUT:MR,1.56263,0.2,0.312768,0.0002,0.08,0,0.0003,0.11,-0.00002,-0.01,-0.1,0.00,3
63,Entry short,2025-05-12 10:00,MR-S | IN:MR,1.56384,0.2,0.312768,0.0002,0.08,0,0.0003,0.11,-0.00002,-0.01,-0.1,0.00,3
64,Exit short,2025-05-13 11:00,RUN EXIT | IN:MR | OUT:HYBRID,1.55186,0.8,1.251072,0.01,0.77,0,0.01,0.99,-0.0001,-0.01,-0.09,0.00,25
64,Entry short,2025-05-12 10:00,MR-S | IN:MR,1.56384,0.8,1.251072,0.01,0.77,0,0.01,0.99,-0.0001,-0.01,-0.09,0.00,25
65,Exit short,2025-05-16 23:00,MR TP1 | IN:MR | OUT:MR,1.55873,0.2,0.312174,0.0004,0.14,0,0.001,0.21,-0.001,-0.25,-0.09,0.00,23
65,Entry short,2025-05-16 00:00,MR-S | IN:MR,1.56087,0.2,0.312174,0.0004,0.14,0,0.001,0.21,-0.001,-0.25,-0.09,0.00,23
66,Exit short,2025-05-19 13:00,RUN EXIT | IN:MR | OUT:MR,1.56512,0.8,1.248696,-0.003,-0.27,0,0.003,0.27,-0.004,-0.30,-0.09,0.00,37
66,Entry short,2025-05-16 00:00,MR-S | IN:MR,1.56087,0.8,1.248696,-0.003,-0.27,0,0.003,0.27,-0.004,-0.30,-0.09,0.00,37
67,Exit short,2025-05-21 09:00,MR FAIL | IN:MR | OUT:MR,1.57322,1,1.5645,-0.01,-0.56,0,0.001,0.04,-0.01,-0.60,-0.1,0.00,14
67,Entry short,2025-05-20 19:00,MR-S | IN:MR,1.5645,1,1.5645,-0.01,-0.56,0,0.001,0.04,-0.01,-0.60,-0.1,0.00,14
68,Exit short,2025-05-22 16:00,MR TP1 | IN:MR | OUT:MR,1.56736,0.2,0.313564,0.0001,0.03,0,0.0003,0.10,-0.001,-0.24,-0.1,0.00,18
68,Entry short,2025-05-21 22:00,MR-S | IN:MR,1.56782,0.2,0.313564,0.0001,0.03,0,0.0003,0.10,-0.001,-0.24,-0.1,0.00,18
69,Exit short,2025-05-23 15:00,RUN EXIT | IN:MR | OUT:MR,1.56712,0.8,1.254256,0.001,0.04,0,0.01,0.44,-0.003,-0.24,-0.1,0.00,41
69,Entry short,2025-05-21 22:00,MR-S | IN:MR,1.56782,0.8,1.254256,0.001,0.04,0,0.01,0.44,-0.003,-0.24,-0.1,0.00,41
70,Exit long,2025-05-26 19:00,MR FAIL | IN:MR | OUT:MR,1.56126,1,1.56283,-0.002,-0.10,0,0.002,0.12,-0.003,-0.20,-0.1,0.00,10
70,Entry long,2025-05-26 09:00,MR-L | IN:MR,1.56283,1,1.56283,-0.002,-0.10,0,0.002,0.12,-0.003,-0.20,-0.1,0.00,10
71,Exit long,2025-05-27 22:00,MR FAIL | IN:MR | OUT:MR,1.56025,1,1.56303,-0.003,-0.18,0,0.003,0.18,-0.004,-0.23,-0.1,0.00,26
71,Entry long,2025-05-26 20:00,MR-L | IN:MR,1.56303,1,1.56303,-0.003,-0.18,0,0.003,0.18,-0.004,-0.23,-0.1,0.00,26
72,Exit long,2025-05-28 05:00,MR TP1 | IN:MR | OUT:MR,1.56614,0.2,0.313212,0.00002,0.01,0,0.0003,0.10,-0.0004,-0.14,-0.1,0.00,3
72,Entry long,2025-05-28 02:00,MR-L | IN:MR,1.56606,0.2,0.313212,0.00002,0.01,0,0.0003,0.10,-0.0004,-0.14,-0.1,0.00,3
73,Exit long,2025-05-28 22:00,RUN EXIT | IN:MR | OUT:MR,1.55952,0.8,1.252848,-0.01,-0.42,0,0.001,0.10,-0.01,-0.42,-0.11,0.00,20
73,Entry long,2025-05-28 02:00,MR-L | IN:MR,1.56606,0.8,1.252848,-0.01,-0.42,0,0.001,0.10,-0.01,-0.42,-0.11,0.00,20
74,Exit long,2025-05-30 01:00,MR TP1 | IN:MR | OUT:MR,1.56963,0.2,0.313696,0.0002,0.07,0,0.001,0.16,-0.0003,-0.10,-0.11,0.00,5
74,Entry long,2025-05-29 20:00,MR-L | IN:MR,1.56848,0.2,0.313696,0.0002,0.07,0,0.001,0.16,-0.0003,-0.10,-0.11,0.00,5
75,Exit long,2025-05-30 18:00,RUN EXIT | IN:MR | OUT:MR,1.56555,0.8,1.254784,-0.002,-0.19,0,0.003,0.24,-0.004,-0.31,-0.11,0.00,22
75,Entry long,2025-05-29 20:00,MR-L | IN:MR,1.56848,0.8,1.254784,-0.002,-0.19,0,0.003,0.24,-0.004,-0.31,-0.11,0.00,22
76,Exit long,2025-06-03 01:00,MR TP1 | IN:MR | OUT:TREND,1.56876,0.2,0.312886,0.001,0.28,0,0.001,0.29,-0.0003,-0.11,-0.11,0.00,7
76,Entry long,2025-06-02 18:00,MR-L | IN:MR,1.56443,0.2,0.312886,0.001,0.28,0,0.001,0.29,-0.0003,-0.11,-0.11,0.00,7
77,Exit long,2025-06-03 19:00,RUN EXIT | IN:MR | OUT:MR,1.56266,0.8,1.251544,-0.001,-0.11,0,0.01,0.41,-0.002,-0.15,-0.11,0.00,25
77,Entry long,2025-06-02 18:00,MR-L | IN:MR,1.56443,0.8,1.251544,-0.001,-0.11,0,0.01,0.41,-0.002,-0.15,-0.11,0.00,25
78,Exit long,2025-06-05 01:00,MR FAIL | IN:MR | OUT:MR,1.56055,1,1.5612,-0.001,-0.04,0,0.0001,0.01,-0.001,-0.07,-0.11,0.00,2
78,Entry long,2025-06-04 23:00,MR-L | IN:MR,1.5612,1,1.5612,-0.001,-0.04,0,0.0001,0.01,-0.001,-0.07,-0.11,0.00,2
79,Exit long,2025-06-05 15:00,MR FAIL | IN:MR | OUT:MR,1.55935,1,1.5613,-0.002,-0.12,0,0.002,0.12,-0.002,-0.16,-0.11,0.00,13
